year;artists;explicit;name;popularity;tempo;artists_song
2018;6ix9ine;1;GUMMO;66;157.036;6ix9ine - GUMMO
2018;Lil Wayne;1;Let It Fly (feat. Travis Scott);61;89.0;Lil Wayne - Let It Fly (feat. Travis Scott)
2018;Juice WRLD;1;Betrayal - Skit;62;91.872;Juice WRLD - Betrayal - Skit
2018;Lil Tjay;1;Goat;62;137.02;Lil Tjay - Goat
2018;Juice WRLD;1;Karma - Skit;62;114.424;Juice WRLD - Karma - Skit
2018;J. Cole;1;BRACKETS;61;84.039;J. Cole - BRACKETS
2018;Gorillaz;0;Humility (feat. George Benson);65;160.174;Gorillaz - Humility (feat. George Benson)
2018;Khalid;0;Motion;63;8.094.800.000.000.000;Khalid - Motion
2018;Joji;1;COME THRU;64;7.702.600.000.000.000;Joji - COME THRU
2018;Panic! At The Disco;0;King of the Clouds;63;198.063;Panic! At The Disco - King of the Clouds
2018;Tory Lanez;1;Shooters;62;129.939;Tory Lanez - Shooters
2018;Lil Peep;1;IDGAF;65;115.037;Lil Peep - IDGAF
2018;Cavetown;0;Green;63;134.981;Cavetown - Green
2018;Bazzi;0;Star;62;90.984;Bazzi - Star
2018;Luke Combs;0;Don't Tempt Me;60;147.079;Luke Combs - Don't Tempt Me
2018;Young Thug;1;Climax (feat. 6lack);63;122.912;Young Thug - Climax (feat. 6lack)
2018;Jason Mraz;0;Have It All;66;82.001;Jason Mraz - Have It All
2018;Three Days Grace;0;The Mountain;63;92.497;Three Days Grace - The Mountain
2018;Khalid;0;Vertigo;63;115.989;Khalid - Vertigo
2018;Bad Bunny;1;Tenemos Que Hablar;67;146.075;Bad Bunny - Tenemos Que Hablar
2018;Panic! At The Disco;0;Dying in LA;63;126.444;Panic! At The Disco - Dying in LA
2018;The Chainsmokers;0;Hope;69;104.941;The Chainsmokers - Hope
2018;for KING & COUNTRY;0;joy.;60;119.958;for KING & COUNTRY - joy.
2018;Bad Bunny;1;Ser Bichote;66;154.946;Bad Bunny - Ser Bichote
2018;Leon Bridges;0;Bad Bad News;64;111.975;Leon Bridges - Bad Bad News
2018;BTS;0;134340;66;106.022;BTS - 134340
2018;6ix9ine;1;GOTTI;68;161.9;6ix9ine - GOTTI
2018;YoungBoy Never Broke Again;1;Through the Storm;59;78.508;YoungBoy Never Broke Again - Through the Storm
2018;YNW Melly;1;Butter Pecan - Bonus Track;59;130.023;YNW Melly - Butter Pecan - Bonus Track
2018;TWICE;0;YES or YES;70;137.982;TWICE - YES or YES
2018;Troye Sivan;0;The Good Side;65;112.039;Troye Sivan - The Good Side
2018;BTS;0;So What;70;129.947;BTS - So What
2018;KAROL G;0;Culpables;68;130.059;KAROL G - Culpables
2018;Lake Street Dive;0;I Can Change;61;139.795;Lake Street Dive - I Can Change
2018;YoungBoy Never Broke Again;1;I Came Thru;58;158.116;YoungBoy Never Broke Again - I Came Thru
2018;Ellie Goulding;0;Love Me Like You Do;72;95.012;Ellie Goulding - Love Me Like You Do
2018;Kelsea Ballerini;0;I Hate Love Songs;59;179.995;Kelsea Ballerini - I Hate Love Songs
2018;Meek Mill;1;Uptown Vibes (feat. Fabolous & Anuel AA);62;91.035;Meek Mill - Uptown Vibes (feat. Fabolous & Anuel AA)
2018;Lil Tjay;1;Long Time;62;151.986;Lil Tjay - Long Time
2018;Bazzi;1;Honest;62;7.699.600.000.000.000;Bazzi - Honest
2018;Mac Miller;1;Conversation Pt. 1;61;144.998;Mac Miller - Conversation Pt. 1
2018;Atmosphere;1;Sunshine;60;90.938;Atmosphere - Sunshine
2018;Granular;0;Clover;67;0.0;Granular - Clover
2018;Lil Mosey;1;Pull Up;63;149.033;Lil Mosey - Pull Up
2018;Tyga;1;Dip (feat. Nicki Minaj);66;99.026;Tyga - Dip (feat. Nicki Minaj)
2018;Granular;0;Dream;66;78.844;Granular - Dream
2018;Machine Gun Kelly;1;LOCO;62;14.104.399.999.999.900;Machine Gun Kelly - LOCO
2018;Future;1;Different (feat. Yung Bans);61;77.058;Future - Different (feat. Yung Bans)
2018;Kodak Black;1;If I'm Lyin', I'm Flyin';60;17.611.700.000.000.000;Kodak Black - If I'm Lyin', I'm Flyin'
2018;Future;1;Red Bentley (feat. Young Thug);61;149.991;Future - Red Bentley (feat. Young Thug)
2018;Trippie Redd;1;Forever Ever;60;9.004.899.999.999.990;Trippie Redd - Forever Ever
2018;Joji;1;XNXX;63;84.851;Joji - XNXX
2018;Luke Combs;0;Honky Tonk Highway;61;131.977;Luke Combs - Honky Tonk Highway
2018;Joji;1;Window;63;156.959;Joji - Window
2018;The 1975;0;I Always Wanna Die (Sometimes);65;148.835;The 1975 - I Always Wanna Die (Sometimes)
2018;Polo G;1;The Come Up;60;149.906;Polo G - The Come Up
2018;Lil Baby;1;Ready (feat. Gunna);60;77.027;Lil Baby - Ready (feat. Gunna)
2018;TWICE;0;Dance The Night Away;70;118.004;TWICE - Dance The Night Away
2018;Ben Rector;0;Old Friends;59;147.429;Ben Rector - Old Friends
2018;Mac Miller;1;Buttons;61;75.064;Mac Miller - Buttons
2018;Clairo;0;Heaven;61;135.497;Clairo - Heaven
2018;The Neighbourhood;0;Nervous;67;119.837;The Neighbourhood - Nervous
2018;BTS;0;Paradise;67;13.941.299.999.999.900;BTS - Paradise
2018;Kodak Black;1;Gnarly (feat. Lil Pump);60;144.981;Kodak Black - Gnarly (feat. Lil Pump)
2018;Trippie Redd;1;Negative Energy;59;139.868;Trippie Redd - Negative Energy
2018;Billie Eilish;0;COPYCAT - Sofi Tukker Remix;67;124.999;Billie Eilish - COPYCAT - Sofi Tukker Remix
2018;Ski Mask The Slump God;1;LA LA;61;140.017;Ski Mask The Slump God - LA LA
2018;Leon Bridges;0;Shy;61;92.034;Leon Bridges - Shy
2018;BTS;0;Best Of Me;70;121.96;BTS - Best Of Me
2018;Drake;1;Elevate;63;76.061;Drake - Elevate
2018;Ski Mask The Slump God;0;H2O;63;13.994.299.999.999.900;Ski Mask The Slump God - H2O
2018;Kacey Musgraves;0;Velvet Elvis;59;89.988;Kacey Musgraves - Velvet Elvis
2018;Don Toliver;0;Situation;63;139.046;Don Toliver - Situation
2018;BTS;0;Let Go;70;173.908;BTS - Let Go
2018;Maluma;0;Mala Mía;69;180.049;Maluma - Mala Mía
2018;Luke Combs;0;Out There;60;146.966;Luke Combs - Out There
2018;$uicideBoy$;1;King Tulip;61;120.838;$uicideBoy$ - King Tulip
2018;A Boogie Wit da Hoodie;1;Skeezers;61;140.019;A Boogie Wit da Hoodie - Skeezers
2018;Hozier;1;NFWMB;59;176.002;Hozier - NFWMB
2018;MGMT;0;Me and Michael;63;111.985;MGMT - Me and Michael
2018;Anderson .Paak;1;Bubblin;63;106.783;Anderson .Paak - Bubblin
2018;Tyler Childers;0;Coming Down (Live);58;135.775;Tyler Childers - Coming Down (Live)
2018;Simple Plan;0;Addicted;63;139.51;Simple Plan - Addicted
2018;Vance Joy;0;Like Gold;63;109.965;Vance Joy - Like Gold
2018;$uicideBoy$;1;Either Hated Or Ignored;61;113.027;$uicideBoy$ - Either Hated Or Ignored
2018;XXXTENTACION;0;difference (interlude);63;102.456;XXXTENTACION - difference (interlude)
2018;P!nk;0;A Million Dreams;68;148.173;P!nk - A Million Dreams
2018;Lil Baby;1;Southside;59;77.518;Lil Baby - Southside
2018;Playboi Carti;1;Choppa Won't Miss (feat. Young Thug);61;163.077;Playboi Carti - Choppa Won't Miss (feat. Young Thug)
2018;The Neighbourhood;0;Reflections;67;113.983;The Neighbourhood - Reflections
2019;Drake;1;Trust Issues;65;89.177;Drake - Trust Issues
2019;Future;1;First Off (feat. Travis Scott);64;16.203.799.999.999.900;Future - First Off (feat. Travis Scott)
2019;Drake;1;The Motion;64;157.769;Drake - The Motion
2019;Machine Gun Kelly;1;FLOOR 13;64;120.048;Machine Gun Kelly - FLOOR 13
2019;Lewis Capaldi;0;when the party's over - Recorded at Spotify Studios NYC;71;117.354;Lewis Capaldi - when the party's over - Recorded at Spotify Studios NYC
2019;Kevin Gates;1;Push It;61;140.012;Kevin Gates - Push It
2019;Avicii;0;Heaven;74;122.011;Avicii - Heaven
2019;Kevin Gates;1;Facts;60;140.006;Kevin Gates - Facts
2019;Kanye West;0;Use This Gospel;65;148.28;Kanye West - Use This Gospel
2019;Lil Skies;1;Name in the Sand;63;160.065;Lil Skies - Name in the Sand
2019;$uicideBoy$;1;Aliens Are Ghosts ($UICIDEBOY$ X TRAVIS BARKER);63;13.904.399.999.999.900;$uicideBoy$ - Aliens Are Ghosts ($UICIDEBOY$ X TRAVIS BARKER)
2019;TOOL;0;Pneuma;66;114.116;TOOL - Pneuma
2019;ScHoolboy Q;1;Dangerous (feat. Kid Cudi);63;17.186.700.000.000.000;ScHoolboy Q - Dangerous (feat. Kid Cudi)
2019;NF;0;Like This;64;85.501;NF - Like This
2019;Chance the Rapper;1;Handsome;62;160.011;Chance the Rapper - Handsome
2019;Tory Lanez;1;Forever;65;146.997;Tory Lanez - Forever
2019;Logic;1;Confessions of a Dangerous Mind;63;141.97;Logic - Confessions of a Dangerous Mind
2019;KAROL G;0;Ocean;72;74.93;KAROL G - Ocean
2019;Cuco;1;Keeping Tabs (feat. Suscat0);62;139.972;Cuco - Keeping Tabs (feat. Suscat0)
2019;Camila Cabello;0;First Man;68;100.152;Camila Cabello - First Man
2019;Skillet;0;Legendary;67;124.031;Skillet - Legendary
2019;La Adictiva Banda San José de Mesillas;0;Escondidos;70;122.965;La Adictiva Banda San José de Mesillas - Escondidos
2019;YG;1;Stop Snitchin;65;180.917;YG - Stop Snitchin
2019;Vampire Weekend;0;This Life;66;170.234;Vampire Weekend - This Life
2019;Moneybagg Yo;1;Dior (feat. Gunna);61;140.005;Moneybagg Yo - Dior (feat. Gunna)
2019;Sleeping At Last;0;Two;64;132.803;Sleeping At Last - Two
2019;Gunna;1;Same Yung Nigga (feat. Playboi Carti);63;8.152.600.000.000.000;Gunna - Same Yung Nigga (feat. Playboi Carti)
2019;girl in red;0;watch you sleep.;67;132.874;girl in red - watch you sleep.
2019;Drake;1;Behind Barz - Bonus;67;142.069;Drake - Behind Barz - Bonus
2019;Kevin Gates;1;Bags;60;159.861;Kevin Gates - Bags
2019;Calibre 50;0;Simplemente Gracias;71;130.03;Calibre 50 - Simplemente Gracias
2019;Leon Bridges;0;That Was Yesterday;65;181.455;Leon Bridges - That Was Yesterday
2019;DaBaby;1;OFF THE RIP;62;164.084;DaBaby - OFF THE RIP
2019;Kacey Musgraves;0;Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show;64;148.91;Kacey Musgraves - Rockin' Around The Christmas Tree - From The Kacey Musgraves Christmas Show
2019;Hopsin;0;You Should've Known;64;137.077;Hopsin - You Should've Known
2019;Jacquees;0;Who's;66;129.931;Jacquees - Who's
2019;Gucci Mane;1;Big Boy Diamonds (feat. Kodak Black & London on Da Track);61;129.042;Gucci Mane - Big Boy Diamonds (feat. Kodak Black & London on Da Track)
2019;SZA;0;Power is Power (feat. The Weeknd & Travis Scott);68;17.991.299.999.999.900;SZA - Power is Power (feat. The Weeknd & Travis Scott)
2019;Blake Shelton;0;Hell Right (feat. Trace Adkins);62;75.979;Blake Shelton - Hell Right (feat. Trace Adkins)
2019;iann dior;1;18;65;17.003.900.000.000.000;iann dior - 18
2019;Tame Impala;0;Patience;65;99.965;Tame Impala - Patience
2019;J Balvin;0;CUIDAO POR AHÍ;67;90.98;J Balvin - CUIDAO POR AHÍ
2019;Ed Sheeran;0;Best Part of Me (feat. YEBBA);71;81.657;Ed Sheeran - Best Part of Me (feat. YEBBA)
2019;The Chainsmokers;0;Family;72;117.817;The Chainsmokers - Family
2019;Calvin Harris;0;Giant (with Rag'n'Bone Man);79;122.015;Calvin Harris - Giant (with Rag'n'Bone Man)
2019;King Von;1;Went Silly;61;156.015;King Von - Went Silly
2019;Pop Smoke;1;100k On A Coupe (feat. Calboy);66;146.908;Pop Smoke - 100k On A Coupe (feat. Calboy)
2019;Lil Tjay;1;Laneswitch;63;128.002;Lil Tjay - Laneswitch
2019;YNW Melly;1;City Girls;62;139.922;YNW Melly - City Girls
2019;Summer Walker;0;Tonight;63;105.97;Summer Walker - Tonight
2019;Doja Cat;1;Bottom Bitch;64;160.02;Doja Cat - Bottom Bitch
2019;XXXTENTACION;1;Sauce!;64;135.034;XXXTENTACION - Sauce!
2019;Maluma;0;No Se Me Quita (feat. Ricky Martin);75;99.988;Maluma - No Se Me Quita (feat. Ricky Martin)
2019;Kane Brown;0;Short Skirt Weather;61;12.804.399.999.999.900;Kane Brown - Short Skirt Weather
2019;iann dior;1;Flowers;64;169.986;iann dior - Flowers
2019;Tyler;1;I DON'T LOVE YOU ANYMORE;63;142.952;Tyler - I DON'T LOVE YOU ANYMORE
2019;Kanye West;0;Selah;64;90.076;Kanye West - Selah
2019;Taylor Swift;0;Soon You’ll Get Better (feat. The Chicks);66;207.476;Taylor Swift - Soon You’ll Get Better (feat. The Chicks)
2019;Cody Johnson;0;Dear Rodeo;60;146.192;Cody Johnson - Dear Rodeo
2019;Michael W. Smith;0;Waymaker - Radio Version;62;142.016;Michael W. Smith - Waymaker - Radio Version
2019;NAV;1;Price On My Head (feat. The Weeknd);65;74.949;NAV - Price On My Head (feat. The Weeknd)
2019;A$AP Ferg;1;Jet Lag;65;169.986;A$AP Ferg - Jet Lag
2019;Tyler;1;WHAT'S GOOD;63;118.227;Tyler - WHAT'S GOOD
2019;Weezer;0;Lost in the Woods - Weezer Version;64;75.592;Weezer - Lost in the Woods - Weezer Version
2019;Hippie Sabotage;1;Trust Nobody;67;127.99;Hippie Sabotage - Trust Nobody
2020;Still Woozy;0;BS;68;79.574;Still Woozy - BS
2020;YoungBoy Never Broke Again;1;Murder Business;66;83.712;YoungBoy Never Broke Again - Murder Business
2020;Eslabon Armado;0;Tal Vez;67;18.280.900.000.000.000;Eslabon Armado - Tal Vez
2020;Anderson .Paak;1;JEWELZ;71;108.548;Anderson .Paak - JEWELZ
2020;Tory Lanez;1;Stupid Again;69;120.059;Tory Lanez - Stupid Again
2020;Kygo;0;What's Love Got to Do with It;82;105.023;Kygo - What's Love Got to Do with It
2020;Bastille;0;survivin';74;95.035;Bastille - survivin'
2020;Jhené Aiko;1;Triggered (freestyle);68;93.175;Jhené Aiko - Triggered (freestyle)
2020;The Weeknd;1;Too Late;73;120.077;The Weeknd - Too Late
2020;Internet Money;1;Lemonade (feat. Anuel AA, Gunna, Don Toliver & NAV) - Latin Remix;63;139.975;Internet Money - Lemonade (feat. Anuel AA, Gunna, Don Toliver & NAV) - Latin Remix
2020;Bryson Tiller;0;Sorrows;69;109.093;Bryson Tiller - Sorrows
2020;Jelly Roll;0;Save Me;66;83.104;Jelly Roll - Save Me
2020;Machine Gun Kelly;1;play this when i'm gone;69;137.089;Machine Gun Kelly - play this when i'm gone
2020;Kevin Gates;1;Weeks;66;109.56;Kevin Gates - Weeks
2020;Jason Derulo;0;Love Not War (The Tampa Beat);72;98.013;Jason Derulo - Love Not War (The Tampa Beat)
2020;Melanie Martinez;1;Fire Drill;71;116.887;Melanie Martinez - Fire Drill
2020;Gryffin;0;Hold You Tonight (with Chris Lane);69;16.383.700.000.000.000;Gryffin - Hold You Tonight (with Chris Lane)
2020;Kygo;0;I'll Wait;75;122.983;Kygo - I'll Wait
2020;Taylor Swift;0;the lakes - bonus track;71;179.947;Taylor Swift - the lakes - bonus track
2020;Internet Money;1;Lost Me (feat. Lil Mosey, iann dior & Lil Skies);69;8.996.600.000.000.000;Internet Money - Lost Me (feat. Lil Mosey, iann dior & Lil Skies)
2020;PARTYNEXTDOOR;1;PERSIAN RUGS;70;110.478;PARTYNEXTDOOR - PERSIAN RUGS
2020;Lil Peep;1;OMFG;71;146.122;Lil Peep - OMFG
2020;Marshmello;1;Baggin';67;155.95;Marshmello - Baggin'
2020;Lana Del Rey;0;Let Me Love You Like A Woman;76;128.333;Lana Del Rey - Let Me Love You Like A Woman
2020;Ozuna;0;Caramelo - Remix;82;168.045;Ozuna - Caramelo - Remix
2020;LANY;0;cowboy in LA;71;177.963;LANY - cowboy in LA
2020;Tame Impala;0;Is It True;71;118.018;Tame Impala - Is It True
2020;Kali Uchis;0;fue mejor;67;103.951;Kali Uchis - fue mejor
2020;BTS;0;We are Bulletproof : the Eternal;76;8.404.700.000.000.000;BTS - We are Bulletproof : the Eternal
2020;Sia;0;Courage to Change;78;78.828;Sia - Courage to Change
2020;Trippie Redd;1;Love Scars 4;68;110.012;Trippie Redd - Love Scars 4
2020;Bryson Tiller;1;Years Go By;69;184.201;Bryson Tiller - Years Go By
2020;LANY;0;heart won't let me;76;136.028;LANY - heart won't let me
2020;Koe Wetzel;0;Good Die Young;65;118.018;Koe Wetzel - Good Die Young
2020;Machine Gun Kelly;1;can't look back;69;128.151;Machine Gun Kelly - can't look back
2020;iann dior;0;Sick and Tired;70;145.095;iann dior - Sick and Tired
2020;Conan Gray;0;Comfort Crowd;71;90.941;Conan Gray - Comfort Crowd
2020;Kevin Gates;1;Power;61;124.672;Kevin Gates - Power
2020;Diplo;0;Turn Back Time;61;123.998;Diplo - Turn Back Time
2020;Khalid;0;Eleven;72;129.004;Khalid - Eleven
2020;Pop Smoke;1;Dior (with Gunna) - Remix;70;142.054;Pop Smoke - Dior (with Gunna) - Remix
2020;for KING & COUNTRY;0;TOGETHER;67;178.093;for KING & COUNTRY - TOGETHER
2020;Trippie Redd;1;Moonlight;67;86.007;Trippie Redd - Moonlight
2020;The Kid LAROI;0;I WISH;69;138.981;The Kid LAROI - I WISH
2020;YoungBoy Never Broke Again;1;Callin (feat. Snoop Dogg);67;160.917;YoungBoy Never Broke Again - Callin (feat. Snoop Dogg)
2020;Tim McGraw;0;I Called Mama;66;86.185;Tim McGraw - I Called Mama
2020;Bring Me The Horizon;1;Parasite Eve;73;102.489;Bring Me The Horizon - Parasite Eve
2020;Jeremy Zucker;0;always, i'll care;75;105.165;Jeremy Zucker - always, i'll care
2020;Melanie Martinez;1;The Bakery;71;102.035;Melanie Martinez - The Bakery
2020;Ne-Yo;1;U 2 Luv;68;177.715;Ne-Yo - U 2 Luv
2020;Dua Lipa;0;Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix];33;116.029;Dua Lipa - Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix]
2020;Trippie Redd;1;No Honorable Mention (feat. Quavo and Lil Mosey);67;156.039;Trippie Redd - No Honorable Mention (feat. Quavo and Lil Mosey)
2020;Big Sean;1;Body Language (feat. Ty Dolla $ign, and Jhené Aiko);67;80.024;Big Sean - Body Language (feat. Ty Dolla $ign, and Jhené Aiko)
2020;Lil Uzi Vert;1;Homecoming;66;129.957;Lil Uzi Vert - Homecoming
2020;Lil Tecca;1;Our Time;69;109.988;Lil Tecca - Our Time
2020;Jaden;0;I'm Ready;75;12.999.200.000.000.000;Jaden - I'm Ready
2020;BTS;0;UGH!;74;165.998;BTS - UGH!
2020;Bad Bunny;0;BENDICIONES;73;143.995;Bad Bunny - BENDICIONES
2020;Giveon;0;LIKE I WANT YOU - Acoustic;68;117.762;Giveon - LIKE I WANT YOU - Acoustic
2020;King Von;1;Mine Too;66;153.986;King Von - Mine Too
2020;Lil Peep;1;crybaby;72;96.957;Lil Peep - crybaby
2020;Pop Smoke;1;44 BullDog;71;139.989;Pop Smoke - 44 BullDog
2020;Bryson Tiller;1;Inhale;68;156.519;Bryson Tiller - Inhale
2020;Thomas Rhett;0;On Me (feat. Ava Max) - From 'SCOOB!' The Album;67;177.918;Thomas Rhett - On Me (feat. Ava Max) - From 'SCOOB!' The Album
2020;Young Dolph;1;RNB (feat. Megan Thee Stallion);65;8.498.200.000.000.000;Young Dolph - RNB (feat. Megan Thee Stallion)
2020;Jason Derulo;1;Coño;78;100.037;Jason Derulo - Coño
2020;Mac Miller;0;Circles;69;151.964;Mac Miller - Circles
2020;Pop Smoke;1;Paranoia (feat. Gunna & Young Thug);73;143.877;Pop Smoke - Paranoia (feat. Gunna & Young Thug)
2020;Juice WRLD;1;Anxiety - Intro;68;174.795;Juice WRLD - Anxiety - Intro
2020;The Strokes;0;The Adults Are Talking;71;16.496.099.999.999.900;The Strokes - The Adults Are Talking
2020;Lady Gaga;0;Sour Candy (with BLACKPINK);76;120.006;Lady Gaga - Sour Candy (with BLACKPINK)
2020;$uicideBoy$;1;Putrid Pride;69;110.003;$uicideBoy$ - Putrid Pride
2020;Kelsea Ballerini;0;the other girl (with Halsey);67;17.986.900.000.000.000;Kelsea Ballerini - the other girl (with Halsey)
2020;Kanye West;0;Nah Nah Nah;70;149.997;Kanye West - Nah Nah Nah
2020;Joji;0;Reanimator (feat. Yves Tumor);70;120.981;Joji - Reanimator (feat. Yves Tumor)
2020;YoungBoy Never Broke Again;1;Sticks With Me;65;86.493;YoungBoy Never Broke Again - Sticks With Me
2020;BTS;0;Inner Child;75;134.953;BTS - Inner Child
2020;Bring Me The Horizon;1;Dear Diary,;74;117.878;Bring Me The Horizon - Dear Diary,
2020;AC/DC;0;Realize;73;125.964;AC/DC - Realize
2020;Eslabon Armado;1;Me Prendes;68;102.107;Eslabon Armado - Me Prendes
2020;Brett Eldredge;0;Gabrielle;65;98.991;Brett Eldredge - Gabrielle
2020;Flume;0;The Difference;71;159.96;Flume - The Difference
2020;Drake;1;Desires (with Future);69;14.507.399.999.999.900;Drake - Desires (with Future)
2020;Sam Smith;0;Dance (‘Til You Love Someone Else);35;124.023;Sam Smith - Dance (‘Til You Love Someone Else)
2020;El Fantasma;0;Palabra de Hombre;74;79.123;El Fantasma - Palabra de Hombre
2020;DaBaby;1;ROCKSTAR (feat. Roddy Ricch) - BLM REMIX;70;8.990.100.000.000.000;DaBaby - ROCKSTAR (feat. Roddy Ricch) - BLM REMIX
2020;Sam Smith;0;Dancing With A Stranger;32;102.998;Sam Smith - Dancing With A Stranger
2020;YoungBoy Never Broke Again;1;Cross Roads;65;143.019;YoungBoy Never Broke Again - Cross Roads
2020;The Weeknd;1;Scared To Live;71;87.221;The Weeknd - Scared To Live
2020;Sam Smith;0;Fix You - Live;4;136.219;Sam Smith - Fix You - Live
2020;Sam Smith;0;Young;4;118.421;Sam Smith - Young
2020;Sam Smith;0;Another One;5;123.305;Sam Smith - Another One
2020;Sam Smith;0;Forgive Myself;5;122.026;Sam Smith - Forgive Myself
2020;Russ;1;Momentum (feat. Black Thought & Benny The Butcher);62;88.68;Russ - Momentum (feat. Black Thought & Benny The Butcher)
2020;Koe Wetzel;1;Kuntry & Wistern;64;92.502;Koe Wetzel - Kuntry & Wistern
2000;Backstreet Boys;0;Everyone;45;110.025;Backstreet Boys - Everyone
2000;*NSYNC;0;I Don't Wanna Spend One More Christmas Without You;36;148.114;*NSYNC - I Don't Wanna Spend One More Christmas Without You
2000;Green Day;0;Deadbeat Holiday;42;82.42;Green Day - Deadbeat Holiday
2000;The Avalanches;0;Two Hearts In 3/4 Time;38;7.165.100.000.000.000;The Avalanches - Two Hearts In 3/4 Time
2000;AFI;0;Wester;38;16.132.399.999.999.900;AFI - Wester
2000;Nelly;1;Thicky Thick Girl;38;8.962.100.000.000.000;Nelly - Thicky Thick Girl
2000;Nelly;1;Greed Hate Envy;38;93.874;Nelly - Greed Hate Envy
2000;Modest Mouse;0;Whenever You Breath out, I Breathe In (Positive Negative);37;115.673;Modest Mouse - Whenever You Breath out, I Breathe In (Positive Negative)
2000;JAY-Z;1;Hey Papi - Album Version - Explicit;35;158.063;JAY-Z - Hey Papi - Album Version - Explicit
2000;Modest Mouse;0;Life Like Weeds;37;129.015;Modest Mouse - Life Like Weeds
2000;Pepe Aguilar;0;Cien Años;47;177.45;Pepe Aguilar - Cien Años
2000;Modest Mouse;0;Alone Down There;37;66.449;Modest Mouse - Alone Down There
2000;Hans Zimmer;0;Progeny;45;99.216;Hans Zimmer - Progeny
2000;Conjunto Primavera;0;En Cada Gota De Mi Sangre;40;105.773;Conjunto Primavera - En Cada Gota De Mi Sangre
2000;Jill Scott;0;Do You Remember;35;13.205.700.000.000.000;Jill Scott - Do You Remember
2000;Lifehouse;0;Somewhere In Between;37;155.284;Lifehouse - Somewhere In Between
2000;U2;0;Kite;38;134.064;U2 - Kite
2000;The Avalanches;0;Stay Another Season;38;102.816;The Avalanches - Stay Another Season
2000;Kylie Minogue;0;On a Night like This;41;129.947;Kylie Minogue - On a Night like This
2000;El Tigrillo Palma;0;Desilusión;38;210.166;El Tigrillo Palma - Desilusión
2000;Lamb of God;0;The Black Dahlia;41;90.394;Lamb of God - The Black Dahlia
2000;Britney Spears;0;Can't Make You Love Me;43;108.016;Britney Spears - Can't Make You Love Me
2000;R. Kelly;0;TP-2;37;94.078;R. Kelly - TP-2
2000;Liquid Mind;0;Take Me Tenderly;36;56.746;Liquid Mind - Take Me Tenderly
2000;Sean Paul;0;Infiltrate;43;88.868;Sean Paul - Infiltrate
2000;Modest Mouse;0;Interstate 8;36;100.273;Modest Mouse - Interstate 8
2000;El Coyote Y Su Banda Tierra Santa;0;El Borrego;40;129.808;El Coyote Y Su Banda Tierra Santa - El Borrego
2000;Black Label Society;0;Rust;41;127.013;Black Label Society - Rust
2000;Mindless Self Indulgence;1;Backmask;39;125.792;Mindless Self Indulgence - Backmask
2000;JAY-Z;1;Soon You'll Understand;37;86.561;JAY-Z - Soon You'll Understand
2000;Los Razos;1;El Paniquiado;38;116.589;Los Razos - El Paniquiado
2000;DAngelo;0;Greatdayndamornin'/Booty;41;82.587;DAngelo - Greatdayndamornin'/Booty
2000;Third Day;0;King Of Glory;38;93.633;Third Day - King Of Glory
2000;Thievery Corporation;0;Shadows of Ourselves;35;118.009;Thievery Corporation - Shadows of Ourselves
2000;Queens of the Stone Age;1;Tension Head;38;93.066;Queens of the Stone Age - Tension Head
2000;Los Players;0;Como Daga Clavada;37;82.625;Los Players - Como Daga Clavada
2000;Backstreet Boys;0;The Answer to Our Life;44;109.991;Backstreet Boys - The Answer to Our Life
2000;R. Kelly;0;Fiesta - Album Version (Street);41;94.938;R. Kelly - Fiesta - Album Version (Street)
2000;Aesop Rock;1;Big Bang;37;148.063;Aesop Rock - Big Bang
2000;DAngelo;0;Africa;41;94.755;DAngelo - Africa
2000;Incubus;0;Pardon Me - Acoustic;39;139.605;Incubus - Pardon Me - Acoustic
2000;OutKast;0;Rosa Parks - Radio Version;34;103.879;OutKast - Rosa Parks - Radio Version
2000;Lamb of God;0;O.D.H.G.A.B.F.E.;40;107.692;Lamb of God - O.D.H.G.A.B.F.E.
2000;Joe;0;Treat Her Like A Lady;37;126.072;Joe - Treat Her Like A Lady
2000;JAY-Z;1;Get Your Mind Right Mami;38;86.445;JAY-Z - Get Your Mind Right Mami
2000;Frank Sinatra;0;Young At Heart - Remastered;37;8.357.700.000.000.000;Frank Sinatra - Young At Heart - Remastered
2000;Lamb of God;0;In the Absence of the Sacred;40;76.336;Lamb of God - In the Absence of the Sacred
2000;Laura Pausini;0;Quiero decirte que te amo;51;119.997;Laura Pausini - Quiero decirte que te amo
2000;OutKast;1;Intro;39;86.82;OutKast - Intro
2000;Musiq Soulchild;0;Girl Next Door;35;77.918;Musiq Soulchild - Girl Next Door
2000;Ludacris;1;Stick 'Em Up (Featuring UGK);35;151.937;Ludacris - Stick 'Em Up (Featuring UGK)
2000;Elliott Smith;0;Junk Bond Trader;39;134.769;Elliott Smith - Junk Bond Trader
2000;Los Temerarios;0;Eras Todo para Mí;45;97.09;Los Temerarios - Eras Todo para Mí
2000;The Avalanches;0;Radio;38;105.19;The Avalanches - Radio
2000;Bonobo;0;Silver;36;111.034;Bonobo - Silver
2000;JAY-Z;1;Streets Is Talking;37;87.5;JAY-Z - Streets Is Talking
2000;Bowling For Soup;0;Summer Of '69;36;163.62;Bowling For Soup - Summer Of '69
